time,x,y,z,error_x,error_y,error_z
0.1,-100.0,70.0,1.5,-100.0,70.0,0.5
0.2,-100.0,70.0,1.5,-100.0,70.0,0.5
0.30000000000000004,-100.0,70.0,1.5,-100.0,70.0,0.5
0.4,-100.0,70.0,1.5,-100.0,70.0,0.5
0.5,-100.0,70.0,1.5,-100.0,70.0,0.5
0.6000000000000001,-100.0,70.0,1.5,-100.0,70.0,0.5
0.7000000000000001,-100.0,70.0,1.5,-100.0,70.0,0.5
0.8,-100.0,70.0,1.5,-100.0,70.0,0.5
0.9,-100.0,70.0,1.5,-100.0,70.0,0.5
1.0,-100.0,70.0,1.5,-100.0,70.0,0.5
1.1,-100.0,70.0,1.5,-100.0,70.0,0.5
1.2000000000000002,-100.0,70.0,1.5,-100.0,70.0,0.5
1.3,-100.0,70.0,1.5,-100.0,70.0,0.5
1.4000000000000001,-100.0,70.0,1.5,-100.0,70.0,0.5
1.5,-100.0,70.0,1.5,-100.0,70.0,0.5
1.6,-100.0,70.0,1.5,-100.0,70.0,0.5
1.7000000000000002,-100.0,70.0,1.5,-100.0,70.0,0.5
1.8,-100.0,70.0,1.5,-100.0,70.0,0.5
1.9000000000000001,-100.0,70.0,1.5,-100.0,70.0,0.5
2.0,-100.0,70.0,1.5,-100.0,70.0,0.5
2.1,-100.0,70.0,1.5,-100.0,70.0,0.5
2.2,-100.0,70.0,1.5,-100.0,70.0,0.5
2.3000000000000003,-100.0,70.0,1.5,-100.0,70.0,0.5
2.4000000000000004,-100.0,70.0,1.5,-100.0,70.0,0.5
2.5,-100.0,70.0,1.5,-100.0,70.0,0.5
2.6,-100.0,70.0,1.5,-100.0,70.0,0.5
2.7,-100.0,70.0,1.5,-100.0,70.0,0.5
2.8000000000000003,-100.0,70.0,1.5,-100.0,70.0,0.5
2.9000000000000004,-100.0,70.0,1.5,-100.0,70.0,0.5
3.0,-100.0,70.0,1.5,-100.0,70.0,0.5
3.1,-100.0,70.0,1.5,-100.0,70.0,0.5
3.2,-100.0,70.0,1.5,-100.0,70.0,0.5
3.3000000000000003,-100.0,70.0,1.5,-100.0,70.0,0.5
3.4000000000000004,-99.0,69.3,1.4952873563218392,-99.0,69.3,0.4952873563218392
3.5,-98.01,68.61,1.4905747126436784,-98.01,68.61,0.49057471264367836
3.6,-97.02000000000001,67.92999999999999,1.4858620689655175,-97.02000000000001,67.92999999999999,0.48586206896551754
3.7,-96.04,67.25999999999999,1.4814800464936073,-96.04,67.25999999999999,0.4814800464936073
3.8000000000000003,-95.07000000000001,66.58999999999999,1.477098024021697,-95.07000000000001,66.58999999999999,0.4770980240216971
3.9000000000000004,-94.11000000000001,65.92999999999999,1.4727160015497869,-94.11000000000001,65.92999999999999,0.4727160015497869
4.0,-93.16000000000001,65.27999999999999,1.4683339790778767,-93.16000000000001,65.27999999999999,0.46833397907787666
4.1000000000000005,-92.22000000000001,64.62999999999998,1.4639519566059664,-92.22000000000001,64.62999999999998,0.46395195660596644
4.2,-91.29,63.98999999999998,1.4595699341340562,-91.29,63.98999999999998,0.4595699341340562
4.3,-90.37,63.35999999999998,1.455187911662146,-90.37,63.35999999999998,0.455187911662146
4.4,-89.46000000000001,62.729999999999976,1.4508058891902358,-89.46000000000001,62.729999999999976,0.4508058891902358
4.5,-88.56,62.10999999999998,1.4467399551243016,-88.56,62.10999999999998,0.44673995512430165
4.6000000000000005,-87.67,61.48999999999998,1.4426740210583675,-87.67,61.48999999999998,0.4426740210583675
4.7,-86.79,60.87999999999998,1.4386080869924334,-86.79,60.87999999999998,0.43860808699243337
4.800000000000001,-85.92,60.27999999999998,1.4345421529264992,-85.92,60.27999999999998,0.4345421529264992
4.9,-85.06,59.67999999999998,1.430476218860565,-85.06,59.67999999999998,0.4304762188605651
5.0,-84.2,59.089999999999975,1.426410284794631,-84.2,59.089999999999975,0.42641028479463094
5.1000000000000005,-83.35000000000001,58.49999999999997,1.4223443507286968,-83.35000000000001,58.49999999999997,0.4223443507286968
5.2,-82.51,57.91999999999997,1.4182784166627627,-82.51,57.91999999999997,0.41827841666276266
5.300000000000001,-81.68,57.34999999999997,1.4145149758025477,-81.68,57.34999999999997,0.4145149758025477
5.4,-80.86000000000001,56.77999999999997,1.4107515349423327,-80.86000000000001,56.77999999999997,0.41075153494233274
5.5,-80.05000000000001,56.21999999999997,1.4069880940821178,-80.05000000000001,56.21999999999997,0.4069880940821178
5.6000000000000005,-79.24000000000001,55.65999999999997,1.4032246532219028,-79.24000000000001,55.65999999999997,0.4032246532219028
5.7,-78.44000000000001,55.10999999999997,1.3994612123616879,-78.44000000000001,55.10999999999997,0.39946121236168786
5.800000000000001,-77.65,54.559999999999974,1.395697771501473,-77.65,54.559999999999974,0.3956977715014729
5.9,-76.87,54.019999999999975,1.391934330641258,-76.87,54.019999999999975,0.39193433064125793
6.0,-76.10000000000001,53.479999999999976,1.388170889781043,-76.10000000000001,53.479999999999976,0.38817088978104297
6.1000000000000005,-75.33000000000001,52.949999999999974,1.3846972055705167,-75.33000000000001,52.949999999999974,0.3846972055705167
6.2,-74.57000000000001,52.42999999999997,1.3812235213599904,-74.57000000000001,52.42999999999997,0.3812235213599904
6.300000000000001,-73.82000000000001,51.90999999999997,1.377749837149464,-73.82000000000001,51.90999999999997,0.3777498371494641
6.4,-73.08000000000001,51.39999999999997,1.3742761529389378,-73.08000000000001,51.39999999999997,0.3742761529389378
6.5,-72.34000000000002,50.88999999999997,1.3708024687284115,-72.34000000000002,50.88999999999997,0.3708024687284115
6.6000000000000005,-71.61000000000001,50.38999999999997,1.3673287845178852,-71.61000000000001,50.38999999999997,0.3673287845178852
6.7,-70.89000000000001,49.88999999999997,1.363855100307359,-70.89000000000001,49.88999999999997,0.3638551003073589
6.800000000000001,-70.18000000000002,49.39999999999997,1.3603814160968326,-70.18000000000002,49.39999999999997,0.3603814160968326
6.9,-69.47000000000003,48.90999999999997,1.357185539808173,-69.47000000000003,48.90999999999997,0.3571855398081729
7.0,-68.77000000000002,48.42999999999997,1.3539896635195132,-68.77000000000002,48.42999999999997,0.3539896635195132
7.1000000000000005,-68.08000000000003,47.949999999999974,1.3507937872308535,-68.08000000000003,47.949999999999974,0.3507937872308535
7.2,-67.39000000000003,47.479999999999976,1.3475979109421938,-67.39000000000003,47.479999999999976,0.34759791094219383
7.300000000000001,-66.71000000000002,47.00999999999998,1.3444020346535341,-66.71000000000002,47.00999999999998,0.34440203465353414
7.4,-66.04000000000002,46.53999999999998,1.3412061583648744,-66.04000000000002,46.53999999999998,0.34120615836487445
7.5,-65.37000000000002,46.07999999999998,1.3380102820762148,-65.37000000000002,46.07999999999998,0.33801028207621475
7.6000000000000005,-64.71000000000002,45.619999999999976,1.334814405787555,-64.71000000000002,45.619999999999976,0.33481440578755506
7.7,-64.06000000000002,45.16999999999997,1.3316185294988954,-64.06000000000002,45.16999999999997,0.33161852949889536
7.800000000000001,-63.41000000000002,44.71999999999997,1.3286892365696024,-63.41000000000002,44.71999999999997,0.32868923656960236
7.9,-62.77000000000002,44.27999999999997,1.3257599436403094,-62.77000000000002,44.27999999999997,0.32575994364030936
8.0,-62.140000000000015,43.839999999999975,1.3228306507110164,-62.140000000000015,43.839999999999975,0.32283065071101635
8.1,-61.51000000000001,43.409999999999975,1.3199013577817234,-61.51000000000001,43.409999999999975,0.31990135778172335
8.200000000000001,-60.890000000000015,42.979999999999976,1.3169720648524303,-60.890000000000015,42.979999999999976,0.31697206485243035
