time,x,y,z,error_x,error_y,error_z
0.1,80.0,50.0,2.0,80.0,50.0,1.0
0.2,80.0,50.0,2.0,80.0,50.0,1.0
0.30000000000000004,80.0,50.0,2.0,80.0,50.0,1.0
0.4,80.0,50.0,2.0,80.0,50.0,1.0
0.5,80.0,50.0,2.0,80.0,50.0,1.0
0.6000000000000001,80.0,50.0,2.0,80.0,50.0,1.0
0.7000000000000001,80.0,50.0,2.0,80.0,50.0,1.0
0.8,80.0,50.0,2.0,80.0,50.0,1.0
0.9,80.0,50.0,2.0,80.0,50.0,1.0
1.0,80.0,50.0,2.0,80.0,50.0,1.0
1.1,80.0,50.0,2.0,80.0,50.0,1.0
1.2000000000000002,80.0,50.0,2.0,80.0,50.0,1.0
1.3,80.0,50.0,2.0,80.0,50.0,1.0
1.4000000000000001,80.0,50.0,2.0,80.0,50.0,1.0
1.5,80.0,50.0,2.0,80.0,50.0,1.0
1.6,80.0,50.0,2.0,80.0,50.0,1.0
1.7000000000000002,80.0,50.0,2.0,80.0,50.0,1.0
1.8,80.0,50.0,2.0,80.0,50.0,1.0
1.9000000000000001,80.0,50.0,2.0,80.0,50.0,1.0
2.0,80.0,50.0,2.0,80.0,50.0,1.0
2.1,80.0,50.0,2.0,80.0,50.0,1.0
2.2,80.0,50.0,2.0,80.0,50.0,1.0
2.3000000000000003,80.0,50.0,2.0,80.0,50.0,1.0
2.4000000000000004,80.0,50.0,2.0,80.0,50.0,1.0
2.5,80.0,50.0,2.0,80.0,50.0,1.0
2.6,80.0,50.0,2.0,80.0,50.0,1.0
2.7,80.0,50.0,2.0,80.0,50.0,1.0
2.8000000000000003,80.0,50.0,2.0,80.0,50.0,1.0
2.9000000000000004,80.0,50.0,2.0,80.0,50.0,1.0
3.0,80.0,50.0,2.0,80.0,50.0,1.0
3.1,79.2,49.5,1.9908955223880598,79.2,49.5,0.9908955223880598
3.2,78.4,49.0,1.9817910447761196,78.4,49.0,0.9817910447761196
3.3000000000000003,77.61,48.51,1.9726865671641793,77.61,48.51,0.9726865671641793
3.4000000000000004,76.83,48.019999999999996,1.9635820895522391,76.83,48.019999999999996,0.9635820895522391
3.5,76.06,47.54,1.954477611940299,76.06,47.54,0.9544776119402989
3.6,75.3,47.06,1.9453731343283587,75.3,47.06,0.9453731343283587
3.7,74.53999999999999,46.59,1.9362686567164185,74.53999999999999,46.59,0.9362686567164185
3.8000000000000003,73.78999999999999,46.120000000000005,1.9271641791044782,73.78999999999999,46.120000000000005,0.9271641791044782
3.9000000000000004,73.05,45.660000000000004,1.918613454466797,73.05,45.660000000000004,0.918613454466797
4.0,72.32,45.2,1.9100627298291157,72.32,45.2,0.9100627298291157
4.1000000000000005,71.58999999999999,44.75,1.9015120051914345,71.58999999999999,44.75,0.9015120051914345
4.2,70.86999999999999,44.3,1.8929612805537532,70.86999999999999,44.3,0.8929612805537532
4.3,70.16,43.86,1.884410555916072,70.16,43.86,0.884410555916072
4.4,69.46,43.42,1.8758598312783907,69.46,43.42,0.8758598312783907
4.5,68.75999999999999,42.99,1.8673091066407095,68.75999999999999,42.99,0.8673091066407095
4.6000000000000005,68.07,42.56,1.859280937626625,68.07,42.56,0.859280937626625
4.7,67.38999999999999,42.14,1.8512527686125406,67.38999999999999,42.14,0.8512527686125406
4.800000000000001,66.70999999999998,41.72,1.8432245995984562,66.70999999999998,41.72,0.8432245995984562
4.9,66.03999999999998,41.3,1.8351964305843718,66.03999999999998,41.3,0.8351964305843718
5.0,65.37999999999998,40.89,1.8271682615702873,65.37999999999998,40.89,0.8271682615702873
5.1000000000000005,64.71999999999998,40.480000000000004,1.819140092556203,64.71999999999998,40.480000000000004,0.8191400925562029
5.2,64.06999999999998,40.080000000000005,1.8116058459808604,64.06999999999998,40.080000000000005,0.8116058459808604
5.300000000000001,63.42999999999998,39.68000000000001,1.8040715994055179,63.42999999999998,39.68000000000001,0.8040715994055179
5.4,62.78999999999998,39.28000000000001,1.7965373528301753,62.78999999999998,39.28000000000001,0.7965373528301753
5.5,62.159999999999975,38.89000000000001,1.7890031062548328,62.159999999999975,38.89000000000001,0.7890031062548328
5.6000000000000005,61.53999999999998,38.50000000000001,1.7814688596794903,61.53999999999998,38.50000000000001,0.7814688596794903
5.7,60.91999999999998,38.120000000000005,1.7739346131041478,60.91999999999998,38.120000000000005,0.7739346131041478
5.800000000000001,60.30999999999998,37.74,1.7664003665288053,60.30999999999998,37.74,0.7664003665288053
5.9,59.70999999999998,37.36,1.7593336998621385,59.70999999999998,37.36,0.7593336998621385
6.0,59.10999999999998,36.99,1.7522670331954717,59.10999999999998,36.99,0.7522670331954717
6.1000000000000005,58.519999999999975,36.620000000000005,1.745200366528805,58.519999999999975,36.620000000000005,0.745200366528805
6.2,57.92999999999997,36.260000000000005,1.7381336998621382,57.92999999999997,36.260000000000005,0.7381336998621382
6.300000000000001,57.34999999999997,35.900000000000006,1.7310670331954714,57.34999999999997,35.900000000000006,0.7310670331954714
6.4,56.77999999999997,35.540000000000006,1.7240003665288046,56.77999999999997,35.540000000000006,0.7240003665288046
6.5,56.20999999999997,35.190000000000005,1.7169336998621378,56.20999999999997,35.190000000000005,0.7169336998621378
6.6000000000000005,55.64999999999997,34.84,1.7103103232387613,55.64999999999997,34.84,0.7103103232387613
6.7,55.08999999999997,34.49,1.7036869466153848,55.08999999999997,34.49,0.7036869466153848
6.800000000000001,54.53999999999997,34.15,1.6970635699920082,54.53999999999997,34.15,0.6970635699920082
6.9,53.989999999999974,33.809999999999995,1.6904401933686317,53.989999999999974,33.809999999999995,0.6904401933686317
7.0,53.449999999999974,33.46999999999999,1.6838168167452552,53.449999999999974,33.46999999999999,0.6838168167452552
7.1000000000000005,52.91999999999997,33.13999999999999,1.6771934401218787,52.91999999999997,33.13999999999999,0.6771934401218787
7.2,52.38999999999997,32.809999999999995,1.670990908476309,52.38999999999997,32.809999999999995,0.670990908476309
7.300000000000001,51.86999999999997,32.48,1.6647883768307394,51.86999999999997,32.48,0.6647883768307394
7.4,51.349999999999966,32.16,1.6585858451851698,51.349999999999966,32.16,0.6585858451851698
7.5,50.83999999999997,31.839999999999996,1.6523833135396002,50.83999999999997,31.839999999999996,0.6523833135396002
7.6000000000000005,50.32999999999997,31.519999999999996,1.6461807818940306,50.32999999999997,31.519999999999996,0.6461807818940306
7.7,49.82999999999997,31.209999999999997,1.639978250248461,49.82999999999997,31.209999999999997,0.639978250248461
7.800000000000001,49.32999999999997,30.9,1.6337757186028914,49.32999999999997,30.9,0.6337757186028914
7.9,48.83999999999997,30.59,1.6279732494670889,48.83999999999997,30.59,0.6279732494670889
8.0,48.349999999999966,30.29,1.6221707803312864,48.349999999999966,30.29,0.6221707803312864
8.1,47.86999999999997,29.99,1.6163683111954839,47.86999999999997,29.99,0.6163683111954839
8.200000000000001,47.38999999999997,29.689999999999998,1.6105658420596813,47.38999999999997,29.689999999999998,0.6105658420596813
8.3,46.91999999999997,29.4,1.6047633729238788,46.91999999999997,29.4,0.6047633729238788
8.4,46.449999999999974,29.11,1.5989609037880763,46.449999999999974,29.11,0.5989609037880763
