run_id,trial_id,kp,initial_x,initial_y,initial_z,time_to_dock,final_x,final_y,final_z,success
20260903_230915,1,0.2,80.0,50.0,2.0,20.0,0.5800000000000125,0.9800000000000044,1.0146258274223912,True
20260903_231157,2,0.2,-100.0,-100.0,1.5,17.8,-0.9399999999999907,-0.9399999999999907,1.028904847674371,True
20260903_231605,3,0.2,50.0,-30.0,0.5,16.900000000000002,0.9600000000000017,0.6799999999999988,1.0171247595303576,True
20260907_144840,4,0.2,50.0,-30.0,0.5,16.900000000000002,0.9600000000000017,0.6799999999999988,1.0171247595303576,True
20260907_153232,4,0.2,50.0,-30.0,0.5,22.6,0.9600000000000017,0.6799999999999988,1.0171247595303576,True
