time,x,y,z,error_x,error_y,error_z
0.1,50.0,-30.0,0.5,50.0,-30.0,-0.5
0.2,50.0,-30.0,0.5,50.0,-30.0,-0.5
0.30000000000000004,50.0,-30.0,0.5,50.0,-30.0,-0.5
0.4,50.0,-30.0,0.5,50.0,-30.0,-0.5
0.5,50.0,-30.0,0.5,50.0,-30.0,-0.5
0.6000000000000001,50.0,-30.0,0.5,50.0,-30.0,-0.5
0.7000000000000001,50.0,-30.0,0.5,50.0,-30.0,-0.5
0.8,50.0,-30.0,0.5,50.0,-30.0,-0.5
0.9,50.0,-30.0,0.5,50.0,-30.0,-0.5
1.0,50.0,-30.0,0.5,50.0,-30.0,-0.5
1.1,50.0,-30.0,0.5,50.0,-30.0,-0.5
1.2000000000000002,50.0,-30.0,0.5,50.0,-30.0,-0.5
1.3,50.0,-30.0,0.5,50.0,-30.0,-0.5
1.4000000000000001,50.0,-30.0,0.5,50.0,-30.0,-0.5
1.5,50.0,-30.0,0.5,50.0,-30.0,-0.5
1.6,50.0,-30.0,0.5,50.0,-30.0,-0.5
1.7000000000000002,50.0,-30.0,0.5,50.0,-30.0,-0.5
1.8,50.0,-30.0,0.5,50.0,-30.0,-0.5
1.9000000000000001,50.0,-30.0,0.5,50.0,-30.0,-0.5
2.0,50.0,-30.0,0.5,50.0,-30.0,-0.5
2.1,50.0,-30.0,0.5,50.0,-30.0,-0.5
2.2,50.0,-30.0,0.5,50.0,-30.0,-0.5
2.3000000000000003,50.0,-30.0,0.5,50.0,-30.0,-0.5
2.4000000000000004,50.0,-30.0,0.5,50.0,-30.0,-0.5
2.5,50.0,-30.0,0.5,50.0,-30.0,-0.5
2.6,49.5,-29.7,0.5050579150579151,49.5,-29.7,-0.4949420849420849
2.7,49.01,-29.4,0.5100383072147778,49.01,-29.4,-0.48996169278522217
2.8000000000000003,48.519999999999996,-29.099999999999998,0.5149790186772284,48.519999999999996,-29.099999999999998,-0.4850209813227716
2.9000000000000004,48.04,-28.799999999999997,0.5198794170836029,48.04,-28.799999999999997,-0.48012058291639714
3.0,47.56,-28.509999999999998,0.5247388548346069,47.56,-28.509999999999998,-0.4752611451653931
3.1,47.09,-28.22,0.5295143650386885,47.09,-28.22,-0.47048563496131146
3.2,46.620000000000005,-27.93,0.5342468753267544,46.620000000000005,-27.93,-0.4657531246732456
3.3000000000000003,46.160000000000004,-27.65,0.5389356720072523,46.160000000000004,-27.65,-0.46106432799274766
3.4000000000000004,45.7,-27.369999999999997,0.5435800234716874,45.7,-27.369999999999997,-0.45641997652831257
3.5,45.25,-27.089999999999996,0.5481791795898309,45.25,-27.089999999999996,-0.45182082041016913
3.6,44.8,-26.809999999999995,0.5527323710791926,44.8,-26.809999999999995,-0.4472676289208074
3.7,44.36,-26.539999999999996,0.5572388088474329,44.36,-26.539999999999996,-0.44276119115256707
3.8000000000000003,43.92,-26.269999999999996,0.5616976833063074,43.92,-26.269999999999996,-0.4383023166936926
3.9000000000000004,43.49,-25.999999999999996,0.5661081636556524,43.49,-25.999999999999996,-0.4338918363443476
4.0,43.06,-25.739999999999995,0.5705186440049974,43.06,-25.739999999999995,-0.4294813559950026
4.1000000000000005,42.63,-25.479999999999993,0.5748798774851737,42.63,-25.479999999999993,-0.42512012251482634
4.2,42.21,-25.21999999999999,0.5791909885962848,42.21,-25.21999999999999,-0.4208090114037152
4.3,41.79,-24.95999999999999,0.5834510782823835,41.79,-24.95999999999999,-0.4165489217176165
4.4,41.38,-24.70999999999999,0.5876592230787636,41.38,-24.70999999999999,-0.4123407769212364
4.5,40.970000000000006,-24.45999999999999,0.5918144742203161,40.970000000000006,-24.45999999999999,-0.4081855257796839
4.6000000000000005,40.57000000000001,-24.20999999999999,0.5959697253618685,40.57000000000001,-24.20999999999999,-0.40403027463813146
4.7,40.17000000000001,-23.95999999999999,0.6000711078503478,40.17000000000001,-23.95999999999999,-0.3999288921496522
4.800000000000001,39.77000000000001,-23.71999999999999,0.6041176194782547,39.77000000000001,-23.71999999999999,-0.3958823805217453
4.9,39.38000000000001,-23.479999999999993,0.6081082298068932,39.38000000000001,-23.479999999999993,-0.39189177019310684
5.0,38.99000000000001,-23.239999999999995,0.6120988401355316,38.99000000000001,-23.239999999999995,-0.3879011598644684
5.1000000000000005,38.61000000000001,-22.999999999999996,0.6160324894246312,38.61000000000001,-22.999999999999996,-0.3839675105753688
5.2,38.230000000000004,-22.769999999999996,0.6199080875107555,38.230000000000004,-22.769999999999996,-0.38009191248924445
5.300000000000001,37.85,-22.539999999999996,0.6237836855968799,37.85,-22.539999999999996,-0.3762163144031201
5.4,37.480000000000004,-22.309999999999995,0.6276001107176529,37.480000000000004,-22.309999999999995,-0.37239988928234713
5.5,37.11000000000001,-22.079999999999995,0.6313562082786285,37.11000000000001,-22.079999999999995,-0.3686437917213715
5.6000000000000005,36.74000000000001,-21.849999999999994,0.6351123058396041,36.74000000000001,-21.849999999999994,-0.3648876941603959
5.7,36.38000000000001,-21.629999999999995,0.6388068871203922,36.38000000000001,-21.629999999999995,-0.36119311287960776
5.800000000000001,36.02000000000001,-21.409999999999997,0.6425014684011804,36.02000000000001,-21.409999999999997,-0.3574985315988196
5.9,35.66000000000001,-21.189999999999998,0.6461333091972002,35.66000000000001,-21.189999999999998,-0.35386669080279975
6.0,35.31000000000001,-20.97,0.6497651499932201,35.31000000000001,-20.97,-0.3502348500067799
6.1000000000000005,34.96000000000001,-20.759999999999998,0.6533329891892,34.96000000000001,-20.759999999999998,-0.3466670108108
6.2,34.620000000000005,-20.549999999999997,0.6568355272602661,34.620000000000005,-20.549999999999997,-0.34316447273973394
6.300000000000001,34.28,-20.339999999999996,0.6603380653313321,34.28,-20.339999999999996,-0.3396619346686679
6.4,33.94,-20.129999999999995,0.6637739627672296,33.94,-20.129999999999995,-0.33622603723277045
6.5,33.61,-19.919999999999995,0.667209860203127,33.61,-19.919999999999995,-0.332790139796873
